chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
23 233451 0.0000000000 0.000000000000000
23 238008 1.1346226416 0.005170475377636
23 238086 1.1296278256 0.005258586348032
23 251900 1.1365451013 0.020958820377826
23 252155 1.5865752654 0.021363397070510
23 253255 1.9857769036 0.023547751664454
23 255944 3.5596862206 0.033119747911543
23 256214 5.2327949656 0.034532602552248
23 260160 5.2562221059 0.055273654982042
23 261100 5.2418508468 0.060200994778067
23 285997 5.2277120047 0.190355340559569
23 288716 4.7939974596 0.203390219652172
23 289837 4.7924188724 0.208762521208081
23 291719 4.6693719064 0.217550279135988
23 291767 4.5873390568 0.217770471410714
23 303311 4.4686883745 0.269357010006237
23 304764 4.2706538531 0.275562270054810
23 325115 0.0000010000 0.295913270054810
23 326838 3.4042161023 0.301778734399135
23 329740 2.4951127351 0.309019551556420
23 331104 2.4662523705 0.312383519789810
23 333282 2.4546947246 0.317729844900023
23 333283 2.4509336790 0.317732295833702
23 334397 2.4488357344 0.320460298841879
23 336548 2.4254174404 0.325677371756166
23 337705 1.7598341939 0.327713499918505
23 341404 0.3329976478 0.328945258217890
23 341798 0.3236745290 0.329072785982319
23 342231 0.3232846245 0.329212768224729
23 347830 0.3191948314 0.330999940085473
23 350162 0.3193172412 0.331744587891976
23 350581 0.9383499158 0.332137756506710
23 350936 1.0868341125 0.332523582616661
23 351294 1.2610592417 0.332975041825183
23 352891 1.1238899918 0.334769894142084
23 353036 0.6159633286 0.334859208824735
23 355964 0.4762228693 0.336253589386011
23 356118 0.7421546568 0.336367881203165
23 356577 1.1113706443 0.336878000328897
23 357036 1.1521440851 0.337406834463969
23 357099 1.5450356249 0.337504171708338
23 357205 2.2171225803 0.337739186701848
23 357231 2.6165535047 0.337807217092970
23 357429 2.7307838084 0.338347912287043
23 357445 2.7384137099 0.338391726906401
23 357492 2.4929748462 0.338508896724173
23 357590 3.0083605872 0.338803716061722
23 357703 3.6600825324 0.339217305387885
23 358084 3.6579128787 0.340610970194657
23 358220 3.6561301491 0.341108203894935
23 358571 3.6619992094 0.342393565617434
23 358746 2.1953749356 0.342777756231159
23 358795 1.2234992660 0.342837707695195
23 358871 1.0442306020 0.342917069220950
23 358902 0.9139357241 0.342945401228396
23 359097 0.7957756329 0.343100577476811
23 359117 0.5981583135 0.343112540643080
23 359468 0.4441864632 0.343268450091655
23 359845 0.4346073438 0.343432297060272
23 362978 0.4295448075 0.344778060942207
23 363927 1.1227389476 0.345843540203500
23 370298 2.5865633027 0.362322535004952
23 370906 3.6460854139 0.364539354936631
23 372540 3.7354840400 0.370643135857926
23 382040 2.5759276749 0.395114448769715
23 385060 2.6234916279 0.403037393486081
23 389316 2.6234817335 0.414202931743947
23 390916 6.0181061703 0.423831901616394
23 392029 10.4805315891 0.435496733275057
23 393244 10.6608150997 0.448449623621160
23 395547 10.7080651168 0.473110297585231
23 396508 10.7370420605 0.483428595005347
23 400391 10.7547738640 0.525189381919433
23 400464 10.7729643344 0.525975808315841
23 400893 10.7817180806 0.530601165372422
23 409711 10.7823811036 0.625680201944288
23 414224 10.7825431570 0.674341819211991
23 414608 10.7852931729 0.678483371790391
23 418918 10.7852931729 0.724967985365611
23 419135 10.7844736670 0.727308216151351
23 419285 10.7890356270 0.728926571495401
23 428104 10.7890356270 0.824075076689661
23 431012 10.7936643390 0.855463052587571
23 431193 10.7936643391 0.857416705832941
23 433068 10.7965060002 0.877660154583381
23 435252 10.8089301794 0.901266858095221
23 438239 10.8122771417 0.933563129917431
23 439373 10.7944745431 0.945804064049261
23 442660 10.5798209923 0.980579935651041
23 443146 10.2474726116 0.985560207340271
23 443710 9.7687003075 0.991069754313711
23 444133 9.6742203386 0.995161949516941
23 444272 3.8211653000 0.995693091493641
23 445937 3.8207906125 1.002054707863461
23 446280 3.8238777867 1.003366297944311
23 448747 3.8276616858 1.012809139323231
23 451261 3.8299608030 1.022437660781971
23 451659 3.8374858882 1.023964980165491
23 451696 3.8448052022 1.024107237957971
23 457004 3.8448052022 1.044515463971091
23 459561 8.9097665581 1.067297737060061
23 462819 13.1283826250 1.110070007652411
23 462854 13.5860644094 1.110545519906741
23 464497 13.8569137702 1.133312429231211
23 468631 13.8569137702 1.190596910757311
23 471291 13.8569137702 1.227456301386101
23 471729 13.8572889158 1.233525793931211
23 471973 13.8572889158 1.236906972426661
23 474528 13.8572889158 1.272312345606491
23 475627 13.8572889158 1.287541506124941
23 478085 13.8572889158 1.321602722279931
23 482832 13.8572889158 1.387383272763161
23 483036 13.8572889158 1.390210159701981
23 483176 13.8572889157 1.392150180150181
23 483349 13.8548320883 1.394547066101451
23 483866 13.2535351797 1.401399143789331
23 486068 4.2516397985 1.410761254625721
23 486191 4.2554569534 1.411284675830991
23 486648 4.2612889487 1.413232084880551
23 488330 4.2820924805 1.420434564432711
23 490407 4.3461081703 1.429461431102371
23 495148 14.0259926476 1.495958662244671
23 496367 14.0272017281 1.513057821151261
23 497299 14.0482292377 1.526150770800811
23 497398 14.0742173857 1.527544118321991
23 500173 14.0742173857 1.566600071567261
23 500224 14.0764900704 1.567317972560851
23 502896 14.0754731417 1.604927636795481
23 503248 14.0739548144 1.609881668890161
23 505035 14.0699481199 1.635024666180451
23 507629 14.0699481199 1.671522111603511
23 507682 14.0443839240 1.672266463951481
23 507766 14.0439162140 1.673446152913461
23 508271 14.0079053637 1.680520145122131
23 516687 13.9568120312 1.797980675177081
23 518013 13.8246047661 1.816312101096871
23 519910 13.6097596854 1.842129815219981
23 521293 13.4543872982 1.860737232853411
23 526311 13.4543872982 1.928251348315841
23 527068 11.4543506156 1.936922291731841
23 529176 8.7054836611 1.955273451289521
23 529199 8.4757563391 1.955468393685321
23 529725 8.2557452068 1.959810915664121
23 531836 8.2592518086 1.977246196232121
23 532112 8.0741074526 1.979474649889041
23 532153 8.0732728985 1.979805654077881
23 537900 7.9585636607 2.025543519436041
23 539624 7.8496952985 2.039076394130731
23 541853 7.3593092301 2.055480294404711
23 541891 7.8219626521 2.055777528985491
23 542536 8.3488845636 2.061162559528991
23 543619 8.3488845636 2.070204401511351
23 543890 8.3770274630 2.072474575953831
23 545007 8.4045326772 2.081862438954311
23 546807 8.4079650810 2.096996776100051
23 548701 8.1021607459 2.112342268552831
23 548856 8.1021607459 2.113598103468451
23 551796 5.2579272442 2.129056409566531
23 551822 5.5809353400 2.129201513885371
23 552634 5.9311497806 2.134017607507201
23 552855 7.5362525427 2.135683119319131
23 553186 9.9690195789 2.138982864799751
23 558765 12.5519527104 2.209010208971251
23 559416 12.5073005197 2.217152461609551
23 562092 12.5027943435 2.250609939272881
23 563729 12.5495825326 2.271153605878791
23 564136 12.5474920305 2.276260435135211
23 565216 12.5409792146 2.289804692686951
23 567783 12.4766818586 2.321832335017971
23 567838 12.3770287693 2.322513071600281
23 568179 12.2685306526 2.326696640552801
23 571732 12.1971775641 2.370033212438001
23 575078 11.7827665412 2.409458349284931
23 575178 11.7917920264 2.410637528487571
23 575326 10.6515386040 2.412213956200961
23 575387 9.7572501697 2.412809148461311
23 577324 8.9048629422 2.430057867980311
23 577368 8.8645520239 2.430447908269361
23 578356 8.8659036828 2.439207421108001
23 578535 8.8634113261 2.440793971735371
23 578623 8.8601819122 2.441573667743641
23 581542 8.9045382780 2.467566014977051
23 582671 8.9874347208 2.477712828776781
23 585745 9.1275809202 2.505771012525361
23 586448 9.2603831900 2.512281061907961
23 586571 9.3737909650 2.513434038196661
23 587228 9.5968687061 2.519739180936581
23 587746 9.8628800062 2.524848152779771
23 588589 10.0520249338 2.533322009798951
23 589832 10.0240651695 2.545781922804621
23 591455 10.1580420216 2.562268425005741
23 592335 10.1213846625 2.571175243508771
23 594248 3.3304610338 2.577546415466451
23 596186 3.2059872212 2.583759618701121
23 597121 3.2109288327 2.586761837159671
23 600333 3.2120889969 2.597079067017691
23 607321 3.1979397187 2.619426269771731
23 607511 5.6750266805 2.620504524841031
23 607869 9.0190029217 2.623733327887001
23 621450 12.8593454401 2.798376098309131
23 624101 13.0455175305 2.832959765282401
23 624355 13.2071792260 2.836314388805801
23 631191 13.2071792260 2.926598665994771
23 632209 13.3375269407 2.940176268420361
23 634477 13.4736553297 2.970734518708051
23 635510 13.5628808483 2.984744974624311
23 635912 13.6434411206 2.990229637954781
23 638559 13.7149230652 3.026533039308371
23 639291 13.7506342883 3.036598503607381
23 650665 13.7815572632 3.193349935918941
23 651024 13.8046496599 3.198305805146861
23 657768 13.8211539193 3.291515667178481
23 660435 13.8381479407 3.328422007736381
23 661065 13.8494159633 3.337147139793261
23 662328 13.8566859754 3.354648134180251
23 662507 13.8584308998 3.357128793311311
23 663722 13.8616774757 3.373970731444311
23 663868 13.8623505305 3.375994634621771
23 663954 13.8623505306 3.377186796767401
23 664136 13.8620771247 3.379709694804091
23 667118 13.8620771247 3.421046408789961
23 670878 13.8014119531 3.472939717733601
23 672094 13.8014119531 3.489722234668571
23 679355 12.8431289075 3.582976193666181
23 683127 12.6772823687 3.630794902760771
23 683150 11.2423809070 3.631053477521631
23 683705 9.5707338878 3.636365234829361
23 685231 8.2816172359 3.649002982731301
23 686284 7.3666256944 3.656760039587461
23 686816 7.3674388884 3.660679517076111
23 689486 7.3674388884 3.680350578908211
23 690248 7.3219118152 3.685929875711391
23 691644 7.3247088165 3.696155169219191
23 692929 7.3261922825 3.705569326302151
23 692982 7.4202505047 3.705962599578901
23 693699 7.6243102937 3.711429230059471
23 694651 8.0954198710 3.719136069776661
23 695305 13.1889987856 3.727761674982450
23 695322 17.3831512971 3.728057188554501
23 695417 21.5731467217 3.730106637493061
23 695496 21.6574333883 3.731817574730741
23 698690 21.7132750351 3.801169775192781
