chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
20 81154 0.0000000000 0.000000000000000
20 82590 0.3500036909 0.000502605300132
20 82603 0.3494018702 0.000507147524445
20 83158 0.3501262382 0.000701467586646
20 83509 0.3558643956 0.000826375989502
20 84293 0.3567249058 0.001106048315649
20 84647 0.3633379498 0.001234669949878
20 85729 10.0482361599 0.012106861474890
20 88108 10.0517109160 0.036019881744054
20 88453 10.0518361874 0.039487765228707
20 88767 10.0527922413 0.042644341992475
20 90438 10.0521240689 0.059441441311607
20 90452 10.0521240689 0.059582171048571
20 92251 6.4583513881 0.071200745195763
20 93706 4.1957323346 0.077305535742606
20 94613 0.5876563164 0.077838540021581
20 96321 0.5881145274 0.078843039634380
20 100014 0.5905878431 0.081024080538949
20 101775 0.5900214095 0.082063108241078
20 102929 0.5901156426 0.082744101692639
20 104475 0.5905492957 0.083657090903791
20 106775 0.5894418186 0.085012807086571
20 110343 1.5912191012 0.090690276839652
20 110447 3.2324197134 0.091026448489846
20 110586 4.0126812611 0.091584211185139
20 110705 5.1608783007 0.092198355702922
20 110867 5.5025614395 0.093089770656121
20 111066 5.3017757277 0.094144824025933
20 111725 2.4694493815 0.095772191168342
20 111886 0.7741229426 0.095896824962101
20 112250 0.3370408076 0.096019507816067
20 114452 0.3415255752 0.096771547132657
20 116290 0.3690810280 0.097449918062121
20 116481 0.3898401788 0.097524377536272
20 116753 0.4183862936 0.097638178608131
20 118289 0.4777666028 0.098372028110032
20 119631 0.4273585241 0.098945543249374
20 119864 0.3523615634 0.099027643493647
20 120058 0.2398615568 0.099074176635666
20 120721 0.2003561247 0.099207012746342
20 121264 0.1790778991 0.099304252045553
20 121540 0.1614560717 0.099348813921342
20 122158 0.1554960424 0.099444910475546
20 122876 0.1548470571 0.099556090662543
20 126560 0.1549620796 0.100126970963790
20 127546 0.1553509108 0.100280146961839
20 127687 0.1556876121 0.100302098915145
20 128631 0.1563383116 0.100449682281295
20 128736 0.1568722032 0.100466153862631
20 141335 0.1571019321 0.102445481105159
20 141867 0.1573717636 0.102529202883394
20 143661 0.1617015123 0.102819295396460
20 143771 0.1682452244 0.102837802371144
20 144357 0.4545609651 0.103104175096693
20 144480 0.8705292755 0.103211250197579
20 144897 11.3432717837 0.107941394531382
20 145888 11.3432717837 0.119182576869029
20 145959 11.3415498859 0.119987826910928
20 145973 11.3328596789 0.120146486946433
20 146037 9.9331185812 0.120782206535629
20 146119 1.1631798499 0.120877587283321
20 146282 0.9258851694 0.121028506565933
20 146553 0.9011221261 0.121272710662107
20 147079 0.8994023974 0.121745796323139
20 147311 0.8981434747 0.121954165609269
20 148072 0.9072027286 0.122644546885734
20 148372 0.9138042579 0.122918688163104
20 148422 0.9124308836 0.122964309707284
20 148972 0.4709833401 0.123223350544339
20 148994 0.4709512544 0.123233711471936
20 149223 0.2150728292 0.123282963149822
20 150854 0.2032857738 0.123614522246890
20 151016 0.1996710440 0.123646868956018
20 152134 0.2623375257 0.123940162309751
20 152517 0.2634647086 0.124041069293145
20 153259 1.2627882307 0.124978058160324
20 153376 6.5215796742 0.125741082982205
20 153835 6.4935573542 0.128721625807783
20 153898 6.4636525819 0.129128835920443
20 154002 6.4630458305 0.129800992686815
20 154203 1.7954147782 0.130161871057233
20 154290 1.4364848171 0.130286845236321
20 154847 0.3597451230 0.130487223269832
20 155256 0.3719949707 0.130639369212848
20 155384 0.2902814785 0.130676525242096
20 155733 0.3081718055 0.130784077202216
20 155813 0.3365643935 0.130811002353696
20 155927 0.3626668008 0.130852346368987
20 156080 0.3866969591 0.130911511003729
20 156669 0.3866682745 0.131139258617410
20 156813 0.3951167671 0.131196155431872
20 157259 0.4130003056 0.131380353568170
20 157292 0.4277027383 0.131394467758534
20 157363 0.4540166613 0.131426702941486
20 157484 0.4662480255 0.131483118952571
20 157507 0.4734980810 0.131494009408434
20 157819 0.4734980810 0.131641740809706
20 157914 0.4734980810 0.131686723127401
20 158513 0.4734980810 0.131970348477920
20 158532 0.4734980810 0.131979344941459
20 158721 0.2142716830 0.132019842289546
20 158768 0.2142716830 0.132029913058647
20 158778 0.2142716830 0.132032055775477
20 158815 0.2142716830 0.132039983827748
20 158935 0.2142716830 0.132065696429708
20 159104 0.1221370622 0.132086337593220
20 159200 0.0675434160 0.132092821761156
20 159445 0.0435419656 0.132103489542728
20 159530 0.0435419656 0.132107190609804
20 159639 0.0352633466 0.132111034314584
20 159864 0.0352633466 0.132118968567569
20 159865 0.0352633460 0.132119003830915
20 160054 0.0352633466 0.132125668603423
20 163082 0.0352808611 0.132232499050833
20 163113 0.1896444057 0.132238378027410
20 163277 2.1583956426 0.132592354912797
20 163741 5.8067478383 0.135286685909768
20 163910 4.5461644744 0.136054987705941
20 163929 4.5250623052 0.136140963889740
20 164258 0.2921696121 0.136237087692121
20 164772 0.2927270207 0.136387549380761
20 165212 0.2927227472 0.136516347389529
20 166310 0.2927227472 0.136837756965954
20 166354 0.2959334201 0.136850778036439
20 167044 0.2967826379 0.137055558056590
20 167443 0.2969635793 0.137174046524731
20 168766 0.2980651400 0.137568386704951
20 169334 0.2980730807 0.137737692214788
20 170689 0.3002102989 0.138144477169798
20 172626 0.3662596569 0.138853922125213
20 179892 0.3422382602 0.141340625323826
20 181095 0.3614402879 0.141775437990170
20 182042 0.3245699383 0.142082805721740
20 183442 0.1879206705 0.142345894660440
20 183643 0.1128427519 0.142368576053572
20 183795 0.0756488365 0.142380074676720
20 185161 0.0761656146 0.142484116906263
20 185191 0.0774545231 0.142486440541956
20 185522 0.0778995143 0.142512225281190
20 185547 0.0780797338 0.142514177274535
20 187259 0.0952012604 0.142677161832339
20 187379 0.1481008773 0.142694933937616
20 187600 0.1230201589 0.142722121392732
20 187825 0.1061081284 0.142745995721622
20 188087 0.1080226113 0.142774297645783
20 189060 0.2939897202 0.143060349643538
20 189354 0.8381481119 0.143306765188436
20 189948 0.6206397309 0.143675425188591
20 190001 0.2306038350 0.143687647191846
20 190173 0.1867382968 0.143719766178895
20 190299 0.1758090517 0.143741918119410
20 190548 0.2896566805 0.143814042632854
20 191181 0.2896559931 0.143997394876486
20 191198 0.2896142160 0.144002318318158
20 193287 6.3978820841 0.157367493991843
20 195977 6.4023235908 0.174589744451095
20 198215 0.4176415528 0.175524426246262
20 199547 0.4175136425 0.176080554418072
20 201326 0.4186064034 0.176825255209720
20 201372 0.4204659296 0.176844596642482
20 202581 0.4289973454 0.177363254433070
20 205203 0.4691615285 0.178593395960797
20 205285 0.5159588822 0.178635704589138
20 205764 0.5618903590 0.178904850071099
20 207389 0.5550101680 0.179806741594099
20 207466 0.5405274787 0.179848362209959
20 207677 0.5285989594 0.179959896590392
20 208879 0.5295417460 0.180596405769084
20 211156 2.9401090955 0.187291034179538
20 211168 5.4991742677 0.187357024270751
20 211428 5.6148962361 0.188816897292137
20 212680 4.2918951125 0.194190349972987
20 213641 2.7701701236 0.196852483461767
20 213886 2.0846484315 0.197363222327484
20 214530 0.3138166915 0.197565320276810
20 216521 0.3119992348 0.198186510753297
20 217034 0.3075337783 0.198344275581565
20 217163 0.3061661796 0.198383771018734
20 219501 0.3058274308 0.199098795551944
20 223601 0.3060937287 0.200353779839614
20 225761 0.5434603725 0.201527654244214
20 227262 0.6133144443 0.202448239225108
20 227909 0.6585762880 0.202874338083444
20 228044 0.6988295601 0.202968680074058
20 228763 2.8357640786 0.205007594446571
20 229210 2.8986170025 0.206303276246689
20 229420 2.9119924978 0.206914794671227
20 229665 2.9273654123 0.207631999197240
20 229993 2.9536128231 0.208600784203217
20 230868 2.9533706371 0.211184983510679
20 232782 2.3598702951 0.215701775255501
20 232882 0.8053128613 0.215782306541631
20 236170 1.8651232877 0.221914831911588
20 236433 2.3072967506 0.222521650956996
20 236640 3.0725511791 0.223157669051070
20 238142 2.7793456619 0.227332246235244
20 238370 2.4942693454 0.227900939645995
20 239021 0.1671828631 0.228009775689873
20 239621 0.1670502286 0.228110005827033
20 239649 0.1560790453 0.228114376040301
20 239662 0.1463198628 0.228116278198518
20 240116 0.1772450617 0.228196747456530
20 240377 1.6209867736 0.228619825004439
20 240667 1.6440927409 0.229096611899300
20 240896 1.6871351154 0.229482965840727
20 241212 2.9561064395 0.230417095475609
20 241301 3.3682643375 0.230716871001646
20 241621 1.8604899077 0.231312227772110
20 241991 0.6631896634 0.231557607947568
20 242089 0.5509689071 0.231611602900464
20 242195 0.4183815953 0.231655951349566
20 242614 0.3728637416 0.231812181257296
20 243217 0.3692489935 0.232034838400377
20 243487 0.3636008576 0.232133010631929
20 244417 0.3723390131 0.232479285914112
20 244803 0.3493780924 0.232614145857778
20 244964 0.3378640106 0.232668541963485
20 244981 0.3281945241 0.232674121270394
20 245512 0.3066600042 0.232836957732625
20 245789 0.3061340640 0.232921756868353
20 245803 0.2918526738 0.232925842805786
20 247326 0.2875215198 0.233363738080441
20 247714 0.2945460838 0.233478021960956
20 247936 0.3557798239 0.233557005081862
20 248065 0.6555089403 0.233641565735160
20 248099 1.0091247467 0.233675875976548
20 249536 1.4826186486 0.235806398974586
20 250342 0.3021900295 0.236049964138363
20 251466 0.3084242330 0.236396632976255
20 251939 0.2865566268 0.236532174260732
20 252982 4.0965976894 0.240804925650776
20 253217 4.1341054372 0.241776440428518
20 253732 4.1223736918 0.243899462879795
20 255527 0.0646140037 0.244015445016436
20 255597 0.0332237530 0.244017770679146
20 255778 0.0328585356 0.244023718074090
20 256161 0.0325844536 0.244036197919819
20 256187 0.0326092220 0.244037045759591
20 256351 0.0326740962 0.244042404311368
20 256777 0.0326563509 0.244056315916851
20 256856 0.0341783174 0.244059016003925
20 256904 0.0373753399 0.244060810020241
20 256977 0.0629866342 0.244065408044537
20 257379 1.2802136648 0.244580053937787
20 257866 1.2752110258 0.245201081707351
20 257889 1.2692919950 0.245230275423236
20 257899 1.2656416341 0.245242931839577
20 258096 1.2536422047 0.245489899353903
20 258653 1.2938930590 0.246210597787766
20 259023 1.9316194081 0.246925296968763
20 259047 2.3232551747 0.246981055092956
