chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
17 163252 0.0000000000 0.000000000000000
17 201297 2.5908669145 0.098569531762152
17 202676 2.5883019704 0.102138800179334
17 203220 2.5894521262 0.103547462135987
17 203415 2.5879692840 0.104052116146367
17 207235 2.6003514829 0.113985458811045
17 208484 2.6125936534 0.117248588284141
17 208658 2.6242878381 0.117705214367971
17 209189 2.7600396252 0.119170795408952
17 209876 3.5761355129 0.121627600506314
17 209926 3.7888071913 0.121817040865879
17 210434 3.7884316807 0.123741564159675
17 210741 5.4956847026 0.125428739363373
17 212693 6.5968161288 0.138305724446791
17 212735 7.8292824143 0.138634554308191
17 212855 8.8746559937 0.139699513027435
17 213307 8.8907988732 0.143718154118122
17 215560 5.7241939613 0.156614763112931
17 216884 2.8048775190 0.160328420948087
17 223472 4.5396672151 0.190235748561165
17 223631 4.7022589836 0.190983407739558
17 228441 4.8704115859 0.214410087467737
17 228591 4.9689507136 0.215155430074777
17 231345 4.9854484147 0.228885355008861
17 231670 4.9974603420 0.230509529620011
17 231974 4.9994775364 0.232029370791076
17 232290 5.0034680846 0.233610466705810
17 233178 5.0073613465 0.238057003581502
17 233382 5.0085995958 0.239078757899045
17 233405 5.0082692276 0.239193948091280
17 234991 5.0086092476 0.247137602357973
17 236559 5.0089288918 0.254991602860316
17 236711 5.0096311963 0.255753066802153
17 236842 5.0145633255 0.256409974597794
17 237011 5.0135592736 0.257257266115032
17 237290 5.0123138046 0.258655701666516
17 237751 5.0101414350 0.260965376868051
17 237964 4.9959951260 0.262029523829889
17 237970 4.9811163122 0.262059410527762
17 237978 4.9803235338 0.262099253116032
17 238734 4.9417825252 0.265835240705084
17 239022 4.7293585019 0.267197295953631
17 239037 4.4788677913 0.267264478970500
17 239197 3.7311885981 0.267861469146196
17 239392 3.1178047281 0.268469441068176
17 240638 3.0999044069 0.272331921959173
17 245840 3.5372843512 0.290732875154116
17 253120 3.3988786851 0.315476711981644
17 258629 4.6317057800 0.340992779123664
17 259058 5.3529698876 0.343289203205444
17 259509 5.3591002154 0.345706157402589
17 259538 5.3632453680 0.345861691518261
17 259909 5.7065625372 0.347978826219563
17 260234 16.3488460918 0.353292201199398
17 260788 40.2885262290 0.375612044730264
17 260852 40.6337507021 0.378212604775198
17 261117 41.6698595593 0.389255117558412
17 261239 41.7978868679 0.394354459756296
17 261308 41.8267006731 0.397240502102740
17 261432 41.8267006731 0.402427012986205
17 261459 41.8267006731 0.403556333904378
17 263243 41.8267006731 0.478175167905189
17 263302 41.8267006731 0.480642943244902
17 263599 18.1833174359 0.486043388523364
17 263891 18.1833174359 0.491352917214647
17 264003 16.6324373104 0.493215750193411
17 264095 15.2806616298 0.494621571063353
17 264878 15.2806562210 0.506586324884396
17 266235 15.2820437173 0.527324058208772
17 270383 15.2840034594 0.590722104558363
17 276101 15.2840034594 0.678116036339213
17 276910 15.2780333369 0.690475965308765
17 278598 2.9199654990 0.695404867071077
17 279434 2.9214347380 0.697847186512045
17 279666 2.9249017025 0.698525763707025
17 280815 2.9414193551 0.701905454546035
17 281644 2.9454910792 0.704347266650691
17 282037 2.9560830909 0.705509007305415
17 282769 3.1267699197 0.707797802886636
17 283203 10.7520459861 0.712464190844603
17 285519 10.7571123021 0.737377662936266
17 289254 13.2786826653 0.786973542691162
17 289543 13.4778783734 0.790868649541075
17 289566 13.5921177595 0.791181268249543
17 290146 13.5960063829 0.799066951951625
17 291244 13.5951101277 0.813994382871840
17 293139 13.5984648403 0.839763473744208
17 296637 13.6033414640 0.887347962185280
17 299381 13.6025577907 0.924673380762960
17 301865 13.6002545043 0.958456412951642
17 302495 13.6002545043 0.967024573289351
17 302571 13.5996521584 0.968058146853390
17 305703 13.5996521584 1.010652257413500
17 310060 13.6000894398 1.069907847102710
17 313487 13.5994236288 1.116513071878600
17 318819 13.5994236288 1.189025198667370
17 322559 9.3904241483 1.224145384982010
17 322746 6.5626507084 1.225372600664480
17 322892 4.7347629419 1.226063876054000
17 323061 4.6405022537 1.226848120934870
17 324115 4.7785732297 1.231884737118980
17 324330 5.5548959855 1.233079039755860
17 329605 10.9330365969 1.290750807804510
17 329986 11.0321694208 1.294954064353830
17 332713 11.0363160168 1.325050098131640
17 333447 11.0363160168 1.333150754087980
17 338802 4.7969891871 1.358838631184900
17 343397 4.7940393844 1.380867242156210
17 348281 4.7987071708 1.404304127978400
17 348482 4.8023446347 1.405269399249980
17 348636 4.8023446347 1.406008960323720
17 348907 4.8035107728 1.407310711743150
17 350768 4.8035107728 1.416250045291330
17 351061 4.8035107728 1.417657473947760
17 354968 5.0026624644 1.437202876196170
17 360023 5.4764105087 1.464886131317650
17 360289 5.7622370387 1.466418886369940
17 360312 6.0865433339 1.466558876866620
17 360629 6.3017042244 1.468556517105750
17 362940 6.2890868804 1.483090596886350
17 364611 6.2716352435 1.493570499378240
17 366972 5.9527878692 1.507625031537420
17 368038 5.6246566781 1.513620915556280
17 368076 5.5689688711 1.513832536373380
17 368354 4.3817136098 1.515050652756910
17 368675 3.6339745780 1.516217158596440
17 368918 1.1376295144 1.516493602568440
17 369795 0.9834745411 1.517356109740990
17 370594 0.9759600264 1.518135901802080
17 371487 0.9770437583 1.519008401878240
17 372893 0.9798748566 1.520386105926620
17 373191 0.9802102457 1.520678208579840
17 373337 0.9822303623 1.520821614212740
17 376958 1.0800525830 1.524732484615780
17 378886 1.0900950247 1.526834187823400
17 379187 1.1076090562 1.527167578149320
17 383619 1.1123716427 1.532097609269760
17 387876 1.1035227014 1.536795305409620
17 392044 1.0365000324 1.541115437544670
17 395394 0.9327670030 1.544240207004720
17 395521 0.8350647623 1.544346260229530
17 395564 0.7490120377 1.544378467747150
17 407766 0.7429554554 1.553444010213950
17 412832 0.7235345756 1.557109436373930
17 415725 0.7191614528 1.559189970456890
17 421142 1.2715957332 1.566078204543630
17 422521 17.7953681705 1.590618017250750
17 426225 17.7953681705 1.656532060954280
17 427142 17.7649220001 1.672822494428370
17 427811 2.7819333798 1.674683607859460
17 428342 1.6546742406 1.675562239881220
17 428511 0.5112482818 1.675648640840840
17 431155 0.5120371808 1.677002467146880
17 431255 0.5143257918 1.677053899726060
17 435486 0.6383077986 1.679754580021930
17 435685 0.7648781338 1.679906790770560
17 435885 0.8012050133 1.680067031773220
17 436748 0.8128164321 1.680768492354120
17 436858 0.8182895196 1.680858504201280
17 437572 0.8145953407 1.681440125274540
17 438357 0.8031515651 1.682070599253140
17 438395 0.8007190832 1.682101026578300
17 440571 0.7998182671 1.683841431127500
17 440669 0.7992328045 1.683919755942340
17 442185 0.7987544828 1.685130667738260
17 443347 0.7537444173 1.686006518751160
17 444466 0.6607189907 1.686745863301760
17 445492 0.5502896858 1.687310460519390
17 494512 0.0000010000 1.736330460519390
17 494808 2.8554871466 1.737175684714780
17 494867 4.3696501217 1.737433494071960
17 497719 5.8058189006 1.753991689576470
17 498607 5.9993752852 1.759319134829730
17 499603 5.9198765958 1.765215331919150
17 501377 2.7283111546 1.770055355907410
17 504225 0.3756842775 1.771125304729730
17 507211 0.2097310180 1.771751561549480
17 508129 0.2076103707 1.771942147869780
17 510763 0.2090149088 1.772492693139560
17 512427 0.2151469292 1.772850697629750
17 516793 0.2149014221 1.773788957238640
17 516925 0.2145382320 1.773817276285260
17 517227 0.2143979243 1.773882024458400
17 518076 0.2141917155 1.774063873224860
17 518197 0.2139486116 1.774089761006860
17 518515 0.2138220755 1.774157756426870
17 519656 0.2134992038 1.774401359018410
17 519811 0.2135477037 1.774434458912480
17 521640 0.2124557900 1.774823040552390
17 521859 0.2112180578 1.774869297307050
17 522876 0.2106483347 1.775083526663440
17 523511 0.2102665173 1.775217045901920
17 524831 0.2123476637 1.775497344818010
17 525007 0.2146529147 1.775535123730990
17 525354 0.2204507336 1.775611620135550
17 527005 0.5076295062 1.776449716450290
17 528350 0.3916622779 1.776976502214070
17 529231 0.2248477051 1.777174593042260
17 529761 0.1465097974 1.777252243234880
17 531009 0.1372643183 1.777423549104120
17 531370 0.1348716527 1.777472237770740
17 532656 0.1346401578 1.777645385013670
17 532981 0.1345239711 1.777689105304280
17 533068 0.1343549432 1.777700794184340
17 533608 0.1343073584 1.777773320157880
17 533660 0.1342732969 1.777780302369320
17 535884 0.1340599175 1.778078451625840
17 537247 0.1341109073 1.778261244792490
17 537257 0.1340766000 1.778262585558490
17 538035 0.1336425113 1.778366559432280
17 542771 0.1361722633 1.779011471271270
17 542922 0.1373253746 1.779032207402840
17 544802 3.0186585987 1.784707285568390
17 549450 2.9892339119 1.798601244790900
17 549658 2.9445354992 1.799213708174740
17 551745 2.9443772530 1.805358623501750
17 552574 2.9312732617 1.807788649035700
17 559083 2.6528370598 1.825055965457940
17 559803 2.5909238092 1.826921430600560
17 560603 2.5352801888 1.828949654751600
17 561019 2.4201999614 1.829956457935540
17 561592 1.5130680624 1.830823445935300
17 562093 0.6951935035 1.831171737880550
17 562535 0.2080613486 1.831263700996630
17 563231 0.1687618513 1.831381159245140
17 564717 0.1588417504 1.831617198086230
17 564952 0.1525778189 1.831653053873670
17 567074 0.1497556718 1.831970835409230
17 567093 0.1475577411 1.831973639006310
17 568663 0.1476491070 1.832205448104300
17 573111 0.1479909838 1.832863712000240
17 574231 0.1484256096 1.833029948682990
17 583581 0.1484459378 1.834417918201420
17 584197 0.1484553704 1.834509366709590
17 585020 0.1484676042 1.834631555547840
17 585366 0.1492965230 1.834683212144800
17 585485 0.1493332682 1.834700982803720
17 585803 0.1486242023 1.834748245300050
17 586191 0.1486482267 1.834805920812010
17 586776 0.1486252628 1.834892866590750
17 587068 0.1486270233 1.834936265681550
17 587616 0.1486711217 1.835017737456240
17 587737 0.1486497304 1.835035724073620
17 588011 0.1486497304 1.835076454099750
17 588484 0.1487089880 1.835146793451070
17 596503 0.1487385055 1.836339527526680
17 599945 0.1524729491 1.836864339417480
17 600519 0.2600032524 1.837013581284360
17 600978 0.7479341056 1.837356883038830
17 601219 1.1499782903 1.837634027806790
