chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
19 253938 0.0000000000 0.000000000000000
19 256859 0.2213076426 0.000646439624035
19 259772 0.2213078499 0.001291109390793
19 260970 0.2215185766 0.001556488645560
19 261033 0.2216183478 0.001570450601471
19 266034 0.5755014328 0.004448533266904
19 266544 1.8320684644 0.005382888183748
19 267039 1.8311074306 0.006289286361895
19 267213 1.8285203221 0.006607448897941
19 267614 1.7757860518 0.007319539104712
19 276245 1.8047069888 0.022895965125045
19 277717 1.8259604498 0.025583778907151
19 277776 1.8701725155 0.025694119085565
19 279645 2.2068512830 0.029818724133492
19 280299 2.2581877095 0.031295578895505
19 281360 2.9319711942 0.034406400332552
19 282753 3.2040043919 0.038869578450468
19 288246 7.6205580626 0.080729303888330
19 288320 8.4426668421 0.081354061234646
19 288374 8.6596607153 0.081821682913272
19 288738 8.6646864943 0.084975628797197
19 292082 10.7762168499 0.121011297943262
19 292583 10.9856808764 0.126515124062339
19 292901 10.9988181409 0.130012748231145
19 292940 11.0156338444 0.130442357951077
19 293346 11.6691698183 0.135180040897307
19 293671 11.6691698183 0.138972521088254
19 293828 11.6766469023 0.140805754651915
19 293913 11.6966709100 0.141799971679265
19 293934 11.7208345522 0.142046109204861
19 294212 12.4863524123 0.145517315175481
19 294457 16.2953562946 0.149509677467658
19 294526 16.3335293189 0.150636690990662
19 295131 16.3335293189 0.160518476228596
19 295295 11.2974756406 0.162371262233655
19 296458 8.2654431329 0.171983972597217
19 301619 3.4906424832 0.189999178453013
19 301639 1.2713735356 0.190024605923725
19 301668 0.5618966837 0.190040900927552
19 301900 0.5358903439 0.190165227487337
19 304499 0.5356132234 0.191557286254953
19 304526 0.5359767195 0.191571757626380
19 311037 0.7544876453 0.196484226684928
19 311825 0.9208013065 0.197209818114450
19 316040 0.5138953769 0.199375887128084
19 319822 0.3149122238 0.200566885158495
19 326481 0.2740389716 0.202391710670380
19 327182 0.2511468261 0.202567764595476
19 327323 0.2334270491 0.202600677809399
19 327683 0.2206966928 0.202680128618807
19 327821 0.2206069893 0.202710572383330
19 327998 0.2144909226 0.202748537276630
19 328855 0.2148346456 0.202932650567910
19 330263 0.2226478434 0.203246138731417
19 331028 0.2425559158 0.203431694007004
19 334474 0.3513623508 0.204642488667861
19 335055 1.1889318173 0.205333258053712
19 335946 0.5156696136 0.205792719679429
19 340700 0.9963505156 0.210529370030592
19 341899 0.9806465604 0.211705165256512
19 342617 0.9724553037 0.212403388164568
19 344053 0.9498138913 0.213767320912475
19 348743 0.9256228155 0.218108491917170
19 349160 0.9212410787 0.218492649446988
19 352341 0.9064649893 0.221376114577951
19 354248 1.0675290298 0.223411892437780
19 358990 3.5943915233 0.240456497041268
19 362283 3.6074189324 0.252335727585662
19 363127 11.6596827017 0.262176499785896
19 364695 11.6460321654 0.280437478221243
19 366451 11.8513736785 0.301248490400690
19 366680 12.1438519441 0.304029432495888
19 367089 13.8307374713 0.309686204121650
19 367313 23.5340587986 0.314957833292537
19 372661 23.6049884998 0.441197311789467
19 372775 23.6474925363 0.443893125938605
19 373897 23.6474925363 0.470425612564334
19 376008 23.5896677276 0.520223401137297
19 376382 12.2377854007 0.524800332877159
19 376585 2.8279891700 0.525374414678669
19 379003 2.7975830717 0.532138970546040
19 383057 6.9484588244 0.560308022620157
19 384644 7.0096212256 0.571432291505184
19 384724 7.0461406407 0.571995982756440
19 384812 7.0452704254 0.572615966553876
19 387791 7.0459220066 0.593605768211537
19 388413 7.0460465188 0.597988409146231
19 389397 7.0481830393 0.604923821256902
19 389805 7.0479627935 0.607799390076650
19 389873 7.0469484254 0.608278582569577
19 390206 7.0472375754 0.610625312682185
19 390341 7.0430906901 0.611576129925349
19 390627 6.9463338048 0.613562781393522
19 391296 2.6013276895 0.615303069617797
19 391569 2.2376349749 0.615913943965945
19 391794 0.7791373705 0.616089249874307
19 393044 0.7749631071 0.617057953758182
19 396948 7.2208819288 0.645248276808218
