chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
16 34170 0.0000000000 0.000000000000000
16 35057 0.5915189237 0.000524677285322
16 35065 0.5798652900 0.000529316207642
16 35561 0.5774423614 0.000815727618896
16 38165 0.5846720050 0.002338213519916
16 39475 0.6522440796 0.003192653264192
16 41010 0.7776298861 0.004386315139356
16 44808 0.7270876443 0.007147794012407
16 45254 0.6990703134 0.007459579372184
16 45481 0.6745247949 0.007612696500626
16 47354 1.0102559353 0.009504905867443
16 51263 1.8855707286 0.016875601845540
16 53423 1.8873715382 0.020952324368052
16 55320 1.1649976717 0.023162324951267
16 55444 0.6692633746 0.023245313609717
16 57275 0.6676123973 0.024467711909174
16 58586 0.6702131045 0.025346361289230
16 60167 0.6890304946 0.026435718501114
16 63972 3.6391235286 0.040282583527437
16 65043 3.7786683390 0.044329537318506
16 65074 3.8631976666 0.044449296446170
16 65187 3.8834258924 0.044888123572012
16 65659 2.4363218587 0.046038067489318
16 67196 0.7923458362 0.047255903039557
16 69021 0.6575594726 0.048455949077052
16 69731 0.5987099104 0.048881033113436
16 70336 0.5934521458 0.049240071661645
16 71847 0.5932017258 0.050136399469329
16 74163 0.5951738733 0.051514822159892
16 78955 1.3767246672 0.058112086765237
16 79278 2.7198335908 0.058990593015065
16 80407 3.0028509428 0.062380811729487
16 80854 3.0503333746 0.063744310747933
16 81780 3.7449817706 0.067212163867509
16 83094 3.7128735522 0.072090879715099
16 83879 3.5355229055 0.074866265195917
16 83947 3.0392996411 0.075072937571512
16 84458 1.3390706634 0.075757202680509
16 86889 1.2812608680 0.078871947850617
16 91661 1.2182179347 0.084685283835146
16 92827 1.2158538005 0.086102969366529
16 93505 1.0557855447 0.086818791965835
16 95034 1.0573998897 0.088435556397187
16 95284 0.4875785749 0.088557451040912
16 95886 0.3976381474 0.088796829205646
16 96174 0.3996922180 0.088911940564430
16 97707 0.4008798732 0.089526489410046
16 97816 0.4022403799 0.089570333611455
16 98011 0.4034588921 0.089649008095415
16 102222 0.4031413937 0.091346636504285
16 102474 0.4030654622 0.091448209000760
16 104846 0.4029629458 0.092404037108197
16 105322 0.4039468382 0.092596315803181
16 105968 0.4045733717 0.092857670201299
16 107143 0.4070227600 0.093335921944299
16 111939 0.4540052780 0.095513331257516
16 112999 0.4729468698 0.096014654939504
16 113352 0.4793313912 0.096183858920597
16 113419 0.4861171954 0.096216428772689
16 113599 0.4934064394 0.096305241931781
16 113627 0.4996800889 0.096319232974270
16 114936 0.4466813292 0.096903938834193
16 117409 0.4415563938 0.097995907796060
16 118535 0.4198154332 0.098468619973844
16 118692 0.5237231786 0.098550844512884
16 120329 0.3956776659 0.099198568851962
16 125187 0.4004398487 0.101143905636947
16 126744 0.3993431152 0.101765682867313
16 130720 0.3994612899 0.103353940955956
16 132468 0.4017547084 0.104056208186239
16 134243 0.5801720886 0.105086013643504
16 134391 0.9115398934 0.105220921547727
16 135103 0.9105169874 0.105869209642756
16 135124 1.4657398499 0.105899990179604
16 137430 5.4231257200 0.118405718089924
16 140006 5.4239637440 0.132377848694468
16 142315 5.4148197777 0.144880667561177
16 145177 5.2415984490 0.159882122322215
16 148836 5.1424537644 0.178698360646154
16 150074 5.1424537644 0.185064718406482
16 151390 5.1468304986 0.191837947342639
16 152928 5.0944570957 0.199673222355826
16 155036 0.4208156259 0.200560301695223
16 162650 0.4186952050 0.203748246986093
16 171058 0.4005082013 0.207115719942624
16 175654 0.3637456361 0.208787494886139
16 178307 0.3548419592 0.209728890603897
16 184365 0.3540735779 0.211873868338815
16 184429 0.3535344425 0.211896494543135
16 185491 0.3513226449 0.212269599192019
16 190281 0.3041709814 0.213726578192925
16 191211 0.2424120360 0.213952021386405
16 197889 0.2400111680 0.215554815966309
16 202480 0.2384021070 0.216649320039546
16 206279 0.2381145291 0.217553917135597
16 209733 0.2374074105 0.218373922331464
16 212300 0.2366923414 0.218981511571837
16 214643 0.2362917217 0.219535143075781
16 215160 0.2360879711 0.219657200556839
16 219034 0.2360850866 0.220571794182328
16 226162 0.2361929467 0.222255377506405
16 226550 0.2462980022 0.222350941131259
16 227125 0.2606632687 0.222500822510761
16 227459 0.2846892160 0.222595908708905
16 227913 0.3175158918 0.222740060923782
16 234557 0.4075826616 0.225448040127453
16 235314 0.5752907387 0.225883535216649
16 236983 0.5878326428 0.226864627897482
16 243563 0.9004050646 0.232789293222550
16 243916 1.5726306716 0.233344431849625
16 244387 1.5699196913 0.234083864024227
16 245719 1.0289566736 0.235454434313462
16 245796 0.4473162483 0.235488877664581
16 248138 0.4357403385 0.236509381537348
16 248251 0.4351640361 0.236558555073428
16 248589 0.4344410088 0.236705396134402
16 250642 0.4336431594 0.237595665540650
16 254515 0.4325092446 0.239270773844986
16 254804 0.4309196940 0.239395309636552
16 254850 0.4303758315 0.239415106924801
16 255378 0.4295490424 0.239641908819188
16 259156 0.4297249782 0.241265409786828
16 260381 0.4312735338 0.241793719865733
16 261854 2.0640097678 0.244834006253702
16 262636 2.0722671488 0.246454519164064
16 268414 2.1421361420 0.258831781792540
16 268475 2.2363323167 0.258968198063859
16 269512 7.0513200445 0.266280416950005
16 274403 7.0609738965 0.300815640277816
16 276455 7.0812088400 0.315346280817496
16 276826 7.0855270085 0.317975011337649
16 278916 7.1221795810 0.332860366661939
16 279671 7.2357514482 0.338323359005330
16 279819 7.3433396284 0.339410173270334
16 283146 7.1706476885 0.363266918129973
16 284890 1.4488696027 0.365793746717082
16 285373 1.1894161625 0.366368234723569
16 286396 1.1456756447 0.367540260908097
16 286916 1.0191999702 0.368070244892601
16 287017 0.5777278926 0.368128595409754
16 287678 0.4247299606 0.368409341913711
16 289385 0.4220199323 0.369129729938147
16 289415 0.4129216796 0.369142117588535
16 291079 0.4130737816 0.369829472361117
16 291385 0.4100447791 0.369954946063522
16 291664 0.4113078919 0.370069700965362
16 292191 0.4128123441 0.370287253070703
16 296474 0.7696976686 0.373583868185316
16 296772 0.9297117923 0.373860922299422
16 297184 1.0691609456 0.374301416609009
16 297326 1.1768730874 0.374468532587420
16 298222 0.6043768077 0.375010054207119
16 298687 0.5995634016 0.375288851188863
16 299221 0.6064351380 0.375612687552555
16 299293 0.6042998690 0.375656197143123
16 299331 0.6005347531 0.375679017463741
16 301673 0.7011135148 0.377321025315402
16 302736 0.7438402881 0.378111727541653
16 304143 0.7437657313 0.379158205925592
16 306105 0.7438670101 0.380617672999408
16 306689 0.7437804122 0.381052040760133
16 307424 0.7439271039 0.381598827181499
16 308308 0.7442432876 0.382256738247738
16 309567 0.8136853198 0.383281168065366
16 309953 0.7684614071 0.383577794168507
16 310303 0.7567569569 0.383842659103422
16 310317 0.7414569521 0.383853039500751
16 310888 0.7377883881 0.384274316670356
16 312459 0.5915675069 0.385203669223696
16 312638 0.4548290196 0.385285083618204
16 317174 0.4714089871 0.387423394783690
16 317984 0.4714512671 0.387805270310041
16 319140 0.4715313733 0.388350360577576
16 319384 0.4900629524 0.388469935937961
16 319663 0.5053375610 0.388610925117480
16 322597 0.5068100470 0.390097905795378
16 323817 0.5072294889 0.390716725771836
16 325198 0.5068404259 0.391416672400004
16 325782 0.5059737180 0.391712161051316
16 325900 0.5051393180 0.391771767490840
16 326781 0.5036327571 0.392215467949845
16 327794 0.4954314661 0.392717340025005
16 330425 0.4955251721 0.394021066752800
16 331141 0.4799780236 0.394364731017697
16 331590 0.4633234762 0.394572763258511
16 336423 0.4567287886 0.396780133493815
16 337867 0.4568250458 0.397439788859950
16 342461 0.4939616695 0.399709048769633
16 343342 0.5175632881 0.400165022026449
16 345396 0.5248703141 0.401243105651611
16 346264 0.5284315884 0.401701784270342
16 347044 0.5330678352 0.402117577181798
16 347269 0.5273467612 0.402236230203068
16 348151 0.5264186671 0.402700531467450
16 350245 0.5252711300 0.403800449213670
16 350475 0.5245638713 0.403921098904069
16 351209 0.5239241745 0.404305659248152
16 354750 0.5237043071 0.406160096199593
16 355416 0.5221028743 0.406507816713877
16 358372 0.5636319586 0.408173912783499
16 359415 0.6341050776 0.408835284379435
16 360054 0.8414123797 0.409372946890064
16 360212 1.0384000472 0.409537014097521
16 364930 1.0609445312 0.414542550395723
16 369092 1.0564804454 0.418939622009478
16 369154 1.0543333792 0.419004990678988
16 370907 1.0290661352 0.420808943613994
16 374277 1.0152485731 0.424230331305341
16 374420 1.0033471853 0.424373809952839
16 376432 0.9626268504 0.426310615175843
16 376476 0.9624812410 0.426352964350447
16 377784 1.0054777370 0.427668129230443
16 379951 1.0148821004 0.429867378742010
16 380011 2.2845674566 0.430004452789406
16 382751 2.4283469509 0.436658123434872
16 383623 2.4463218938 0.438791316126266
16 386257 2.4567293043 0.445262341113792
16 386808 2.4712797350 0.446624016247777
16 386883 2.4746475683 0.446809614815399
16 389550 2.5052348989 0.453491076290766
16 391809 2.7374150544 0.459674896898655
16 392805 1.2391635715 0.460909103815869
16 396362 1.2396712968 0.465318614618587
16 398172 4.1864632498 0.472896113100725
16 398561 4.4371561341 0.474622166836890
16 399345 4.5372826657 0.478179396446799
16 399554 4.5900229947 0.479138711252691
16 400309 4.5950339731 0.482607961902381
16 400759 4.5856198861 0.484671490851126
16 405232 4.5747422447 0.505134312911670
16 405497 4.5438832009 0.506338441959908
16 405646 0.6445027567 0.506434472870656
16 406416 0.4483930572 0.506779735524700
16 406483 0.2637180868 0.506797404636516
16 410673 0.2638894774 0.507903101546822
16 411762 0.2640914274 0.508190697111261
16 417585 0.2681873466 0.509752352030512
16 420829 0.2708382410 0.510630951284316
16 423930 0.2730111625 0.511477558899229
16 424180 0.2759528321 0.511546547107254
16 427619 0.2764676666 0.512497319412691
16 430096 0.2803679721 0.513191790879583
16 430510 0.2854728469 0.513309976638200
16 430875 0.2893198789 0.513415578393998
16 435555 0.3139689941 0.514884953286386
16 439193 0.3374261217 0.516112509517131
16 439603 0.7937692026 0.516437954890197
16 440267 0.8613673130 0.517009902786029
16 440645 0.9069808935 0.517352741563772
16 441405 0.8999485029 0.518036702425976
16 442368 0.9100360374 0.518913067129992
16 443863 0.9226534129 0.520292433982277
16 445538 0.7957188670 0.521625263084502
16 445662 0.4718667375 0.521683774559952
16 451362 0.4295318074 0.524132105862132
16 457904 0.4296662972 0.526942982778415
16 460417 0.4341583371 0.528034022679547
16 461094 0.4405826418 0.528332297128046
16 461183 0.4492794867 0.528372283002362
16 461763 0.4665703908 0.528642893829026
16 461967 0.4285424086 0.528730316480380
16 464407 0.4333545340 0.529787701543340
16 466922 0.4397797150 0.530893747526565
16 471579 0.4405170231 0.532945235303142
16 472672 0.4399033248 0.533426049637148
16 474305 0.4398283186 0.534144289281422
16 475812 0.4396781166 0.534806884203138
16 477457 0.4395481128 0.535529940848694
16 477961 0.4393372356 0.535751366815437
16 483465 0.4393988146 0.538169817890995
16 484954 0.4399784346 0.538824945780115
16 486631 0.4411391700 0.539564736168205
16 486686 0.4402496172 0.539588949897150
16 487913 0.4418411921 0.540131089039857
16 489140 1.1558640778 0.541549334263318
16 490258 5.0001142502 0.547139461995041
16 492029 4.9452911413 0.555897572606284
16 497207 2.1500371726 0.567030465086007
16 497297 1.2026885532 0.567138707055795
16 497458 0.0516140576 0.567147016919068
16 500337 0.0514156701 0.567295042633286
16 502621 0.0513925577 0.567412423235073
