chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
15 19809728 0.0000000000 0.000000000000000
15 19844578 0.1031918738 0.003596236801930
15 19850381 0.1032565516 0.004195434570865
15 19866420 0.1111991554 0.005978957824325
15 19866512 0.1205349975 0.005990047044095
15 19872912 0.3148203104 0.008004897030655
15 19878643 0.7087923598 0.012066986044669
15 19879854 0.7098596620 0.012926626095351
15 19880385 0.2197608752 0.013043319120082
15 19885603 0.1416650747 0.013782527479867
15 19895189 0.1403091896 0.015127531371373
15 19895212 0.1372557211 0.015130688252958
15 19896055 0.1358972285 0.015245249616583
15 19906196 0.1358746733 0.016623154678519
15 19914453 0.1358668694 0.017745007419154
15 19938398 0.1364114523 0.021011379644478
15 19939549 0.1368961305 0.021168947090683
15 19956119 2.3602390570 0.060278108265173
15 19956288 2.8699480281 0.060763129481922
15 19956611 0.4011543523 0.060892702337715
15 19956943 0.4027051251 0.061026400439248
15 19958145 0.3802747870 0.061483490733222
15 19959357 0.3394524925 0.061894907154132
15 19959635 0.3060586742 0.061979991465560
15 19961836 0.3030617995 0.062647030486260
15 19962368 0.3004211869 0.062806854557690
15 19964897 0.2983484154 0.063561377700237
15 19967342 0.2959093406 0.064284876038004
15 19967455 0.2934110454 0.064318031486134
15 19968443 0.2921764879 0.064606701856179
15 19971047 0.2911647542 0.065364894876116
15 19971583 0.2904091069 0.065520554157415
15 19971839 0.2886558185 0.065594450046951
15 19973035 0.2860008578 0.065936507072879
15 19975692 0.2814773258 0.066684392327530
15 19981155 0.2823116414 0.068226660824498
15 19982805 0.2905821204 0.068706121323158
15 19986488 4.8109549198 0.086424868292782
15 19986758 4.8646868892 0.087738333752866
15 19986833 4.8556065239 0.088102504242158
15 19987698 0.0000000000 0.088102504242158
15 19988669 0.0000000000 0.088102504242158
15 19989705 0.0000000000 0.088102504242158
15 20007545 0.0000000000 0.088102504242158
15 20210624 0.0000000000 0.088102504242158
15 20217334 3.8295551221 0.113798819111449
15 20218490 3.8295551221 0.118225784832597
15 20221954 3.8583391763 0.131591071739300
15 20222718 3.8809376442 0.134556108099469
15 20228480 3.8819094910 0.156923670586611
15 20235225 6.8227243211 0.202942946132430
15 20240734 6.8844361110 0.240869304667929
15 20240759 6.8922748249 0.241041611538552
15 20246097 6.8922748249 0.277832574553868
15 20252038 6.8922748249 0.318779579288599
15 20252975 6.8926132895 0.325237957940860
15 20255796 6.8930838875 0.344683347587498
15 20257350 6.8862317494 0.355384551726065
15 20258581 6.8862317494 0.363861503009577
15 20271733 6.8862317494 0.454429222977686
15 20276841 6.8854431505 0.489600066590440
