chr position COMBINED_rate(cM/Mb) Genetic_Map(cM)
22 15295879 0.0000000000 0.000000000000000
22 15315948 0.0000000000 0.000000000000000
22 15328681 0.0000000000 0.000000000000000
22 15333045 0.0000000000 0.000000000000000
22 15344143 0.8914971326 0.009893835177600
22 15345929 0.8846542030 0.011473827584160
22 15346042 0.7567552781 0.011559340930590
22 15347089 0.7434728050 0.012337756957430
22 15348811 0.7276595840 0.013590786761080
22 15358932 0.6087594852 0.019752041510790
22 15361818 0.5187491818 0.021249151649460
22 15368064 0.4426071878 0.024013676144460
22 15378976 0.4167777364 0.028561554804060
22 15390755 0.3840983843 0.033085849672730
22 15473564 0.2506375924 0.053840898061780
22 15483281 0.1252975627 0.055058414478530
22 15483490 0.5121806841 0.055165460241510
22 15483776 0.6507599658 0.055351577591730
22 15483868 0.6572459529 0.055412044219400
22 15488724 0.5395050468 0.058031880726660
22 15504378 0.5395889252 0.066478605761740
22 15570843 0.1364498034 0.075547741944720
22 15612468 0.1364496279 0.081227457706060
22 15613138 0.7453698944 0.081726855535300
22 15626111 2.5182638900 0.114396292980270
22 15626359 3.0363696001 0.115149312641100
22 15630769 5.7065774019 0.140315318983480
22 15631892 6.0762272273 0.147138922159740
22 15632009 8.4467069144 0.148127186868720
22 15632381 8.6447281629 0.151343025745320
22 15633391 8.6430472952 0.160072503513470
22 15633549 8.6363169331 0.161437041588900
22 15660547 8.6295808956 0.394418466608310
22 15710442 8.4678641827 0.816922550004130
22 15725363 8.2928451412 0.940660092355970
22 15746540 8.2936027089 1.116293716922350
22 15750532 7.7581285460 1.147264166077980
22 15804784 7.7588863353 1.568199267540674
22 15837335 7.1344157513 1.800431634661240
22 15841149 7.1357779607 1.827647491803350
22 15865627 3.9599609771 1.924579416600804
22 15867927 3.8380568509 1.933406947357874
22 15874061 3.8401104866 1.956962185082678
22 15875638 3.8410445010 1.963019512260755
22 15877904 3.8442446297 1.971730570591656
22 15878526 3.8437121020 1.974121359519100
22 15898470 3.8395844392 2.050698031574504
22 15905671 3.8361315759 2.078322015052560
22 15908583 3.8440356932 2.089515846991036
22 15916615 3.8490681814 2.120431562624041
22 15916941 3.9611463686 2.121722896340205
22 15918274 3.8095946321 2.126801085984750
22 15922802 3.9818060001 2.144830703553350
22 15922838 6.2427493746 2.145055442530835
22 15922939 6.2367174178 2.145685350990033
22 15923049 6.2364537599 2.146371360903622
22 15923296 9.5805112114 2.148737747172837
22 15924251 9.5801157234 2.157886757688685
22 15924350 9.7078087850 2.158847830758400
22 15924385 9.7163435060 2.159187902781110
22 15925391 9.7138922111 2.168960078345476
22 15926670 9.6470850172 2.181298700082490
22 16370978 0.0000010000 2.625606700082490
22 16374612 0.1709176265 2.626227814737190
22 16374641 0.1686080445 2.626232704370480
22 16374956 0.1663343705 2.626285099697190
22 16375126 0.1634974361 2.626312894261320
22 16377591 0.1564294950 2.626698492966500
22 16377625 0.1488994629 2.626703555548240
22 16378022 0.1431069079 2.626760368990680
22 16378306 0.1371288974 2.626799313597540
22 16381583 0.1392390631 2.627255600007320
22 16382408 3.1924738134 2.629889390903370
22 16384600 3.8744446603 2.638382173598750
22 16389667 2.1524873699 2.649288827102000
22 16390714 1.9987504029 2.651381518773830
22 16397311 1.6641208324 2.662359723905110
22 16397695 0.5042536399 2.662553357302829
22 16407851 0.5083611312 2.667716272951090
22 16408174 0.5131954798 2.667882035091059
22 16409399 0.5158189620 2.668513913319510
22 16409570 0.5167148867 2.668602271565140
22 16409581 0.5155704318 2.668607942839890
22 16410090 0.5165318432 2.668870857548070
22 16412723 0.5213411448 2.670243548782330
22 16413364 0.5257647004 2.670580563955290
22 16413538 0.5319052866 2.670673115475160
22 16415438 0.5697869814 2.671755710739820
22 16415484 0.6026675091 2.671783433445240
22 16416036 0.6232498887 2.672127467383800
22 16416156 0.6414545526 2.672204441930110
22 16419408 0.7170777478 2.674536378765960
22 16421699 0.7717842956 2.676304536587180
22 16425168 0.9683617625 2.679663783541190
22 16430832 1.1397700357 2.686119441023310
22 16431086 1.2931047088 2.686447889619350
22 16435258 3.4800492157 2.700966654947450
